website,country,email,description,name
www.altramotion.com,United States,None,"
			Altra Industrial Motion, a global manufacturer of power transmission and motion control products, is represented by Ameridrives Couplings, Formsprag Clutch, Stieber Clutch, Marland Clutch, TB Woods, Wichita Clutch, Svendborg Brakes and Twiflex Ltd.		",Altra Industrial Motion
www.altousa.com,United States,None,None,Alto Products Corp.
www.altaindustries.com,United States,jdezinno@altaindustries.com,"
			ALTA is a pioneer in knee protection with more than 37 years of industry-leading innovation backed by experienced customer service. ALTA is a certified Woman Owned Business with a clear mission to deliver safe, comfortable, best-in-class protection.		",ALTA Industries
www.alstribology.com,United States,None,"
			ALS specializes in the testing of in-service lubricants, coolant, metalworking and consulting services. With more than 50 years experience and 17 locations, ALS provides quality data, fast turn-around time and training for asset reliability.		",ALS Tribology
www.alro.com,United States,None,None,Alro Steel
www.allu.net,United States,None,None,"ALLU Group, Inc."
www.aerixindustries.com,United States,None,"
			Aerix Industries is a leading supplier and manufacturer of foam liquid concentrates for the production of lightweight cellular concrete and advanced engineered foam solutions.		",Aerix Industries
www.aecon.com,Canada,None,"
			Aecon Mining is one of Canada’s largest mining and land reclamation contractors, a position that complements our already well-established role as a leading heavy industrial contractor. Please visit www.aecon.com to view our full services.		",Aecon Mining
www.aecom.com,United States,melinda.reedweber@aecom.com,"
			AECOM is a premier, fully integrated professional and technical services firm positioned to design, build, finance and operate infrastructure assets around the world for public and private sector firms, serving clients in more than 150 countries.		",AECOM
www.pressurepro.us,United States,None,None,Advantage PressurePro
www.aep-inc.net,United States,None,"
			Advantage Earth Products, Inc (AEP) is a manufacturer and distributor of petroleum underground and above-ground green certified piping systems, fittings, sumps and tools.		","Advantage Earth Products, Inc"
www.doprad.com,United States,None,"
			ADC’s Doprad Fury Doppler weather radar system can help to protect mining operations, equipment, personnel, and to assist in mitigating risk involving severe weather events. ADC has been providing Doppler weather radar systems for more than 34 years.		",Advanced Designs Corporation
www.ads-pipe.com,United States,info@ads-pipe.com,"
			At Advanced Drainage Systems (ADS), we develop state-of-the-art products and services that help solve storm water management and leach collection and aeration network for heap leach operations.		",ADS International Inc.
www.addonsinc.com,United States,None,"
			AddOns is an integrated managed IT solutions and professional services partner to the mining industry and other asset-intensive businesses that reduces and even eliminates IT nightmares, improves user experience, and implements solutions.		","AddOns, Inc."
www.adbhoistrings.com,United States,info@adbhoistrings.com,"
			ADB® is the originator and a leading manufacturer of hoist rings and safety lifting devices used in many sectors of manufacturing and construction. Product applications include power generation; nuclear, hydro, wind and solar.		",ADB Hoist Rings Mfg.
www.benetechglobal.com,United States,smitha@benetechusa.com,"
			Benetech's Total Dust Management solutions include integrated services and technologies that help our customers REDUCE RISK, IMPROVE MATERIAL FLOW, PREVENT SPILLAGE and ENSURE ENVIRONMENTAL COMPLIANCE. Dust suppression, transfer systems, and more.		",Benetech
www.betterwear.cn,Peoples Republic of China,commercial@betterwear.cn,"
			Betterwear New Material Co., Ltd. is a leading manufacturer of innovative ceramic material in China. The nano alumina grinding ball has built a good reputation in upmarket. The application field includes cement, ZrSiO4, GCC, LiFePO, etc.		","Betterwear New Material Co., Ltd."
www.blaschceramics.com,United States,tconnors@blaschceramics.com,"
			Blasch can help you engineer the components that see abrasion, high temperature and corrosion. We work with designers and engineers to replace existing materials or monolithic structures with pre-engineered silicon carbide shapes, saving mines money.		",Blasch Precision Ceramics
www.bonfiglioliusa.com,United States,mbx-industrialsalesusa@bonfiglioli.com,"
			We design and build a full range of products/solutions for the mining industry including wheel, travel, drum, slew, winch and cutter drives. The acquisition of O&K Antriebstechnik allows Bonfiglioli to manufacture the largest final drive in the world.		",Bonfiglioli USA
www.rockbreaker.com,Canada,btimarketing@rockbreaker.com,"
			Breaker Technology (BTI) is a leading North American manufacturer and distributor of a wide range of mining, quarry, construction and demolition equipment that help companies improve productivity and break into profitabilty.		","Breaker Technology, Inc."
www.brofil.com,United States,info@brofil.com,"
			Brofil Clean Air Solutions LLC is manufacturer of Brofil Operator Pressurized Filtration Systems. For the health and safety of those working in a contaminated area, Brofil offers a full range of operator pressurized filtration systems and filters.		",Brofil Clean Air Solutions LLC
www.burrellinc.com,United States,mshook@burrellinc.com,"
			Burrell - creator of The CAN and the original Fibercrib has set the standard for roof support and ventilation products since 1935. Visit us for demos and the opportunity to talk to our engineers about safety, productivity, and cost-control solutions.		",Burrell Mining International
www.camese.org,Canada,wharton@camese.org,"
			CAMESE is Canada’s voice for mining equipment and service suppliers. Its members supply the entire mining industry spectrum including mineral exploration, mine development, mineral processing, environmental monitoring, smelting and refining.		",CAMESE/Canada Pavilion
www.carlsonsw.com,United States,gwenker@carlsonsw.com,"
			Carlson Software provides office and field software for mining, geology, engineering, survey data collection and GNSS high precision machine guidance with fleet management for mine equipment, such as dozers, drills and other digging units.		",Carlson Software
www.GavazziOnline.com,United States,Info@CarloGavazzi.com,"
			International manufacturers of DuplineSafe SIL3 Safety Pull Cord Switch Bus for conveyors (<3 miles) using standard cable and loop powered safety inputs. Also offered are IP69K stainless steel sensors for mobile equipment, energy meters and load guard monitors.		",Carlo Gavazzi Inc.
www.cementexusa.com,United States,None,None,"Cementex Products, Inc."
www.cgr-china.com,Peoples Republic of China,sales@cgrchina.com,"
			CGR China has been in the conveyor belting field for more than 13 years with much experience. We produce all kinds of heavy duty conveyor belts with full range of testing. Quality has been approved by ISO, BV, SGS, DMT Germany, TUV, TestSafe Australia.		",CGR CHINA
www.checkers-safety.com,United States,sales@checkers-safety.com,"
			Checkers Safety Group, manufactures wheel chocks, warning whips, heavy duty access mats, cable/hose protection systems, warning and safety lights for the mining and other industrial markets.		",Checkers Safety Group
www.cinmine.com,United States,sales@cinmine.com,"
			The Cincinnati Mine Machinery Co. is a fourth generation, family-owned business, recognized worldwide for products that combine high performance, reliability, and trouble-free service life for all your cutting and conveying needs.		",Cincinnati Mine Machinery Co.
www.clearstreameng.com,United States,Brent.P@clearstreameng.com,"
			Supply of clarifier and thickener shaft and cage drive units for the industrial and mining industries. Both new and retrofit installations available with torques with up to 1 million ft-lb.		",Clearstream Environmental
www.cobraamerica.com,United States,info@cobraamerica.com,"
			COBRA America is the right connection for all of your conveyor needs, from above and underground belting, to fasteners, tools, and rubber accessories. Come check out our booth to learn more.		",COBRA America
www.condumexinc.com,United States,SALES@CONDUMEX.COM,"
			Condumex is a leading wire and cable manufacturer. We offer a full line of mining cables, electrical cables, including bare ACSR, AAC and OPGW cables and insulated low voltage, medium voltage, high voltage and extra high voltage power cables.		",Condumex Inc.
